		L v S log2 FC				
PA2156	17.81741613	-0.349043	0.637136485	-0.547830816	0.583808077	0.994061663
PA3493	17.81741613	-0.349043	0.637136485	-0.547830816	0.583808077	0.994061663
PA4833	51.98231155	-0.348364884	0.537337852	-0.648316292	0.516780399	0.994061663
PA5294	1379.736161	-0.348311871	0.612134845	-0.569011671	0.569348219	0.994061663
PA2743	12.29401713	-0.347361302	0.656748081	-0.528911028	0.596867172	0.994061663
PA5268	105.7909083	-0.347014111	0.493287599	-0.703472198	0.481761527	0.994061663
PA1858	336.6155342	-0.346384409	0.503733703	-0.687633976	0.491683307	0.994061663
PA4925	183.341212	-0.34627084	0.490359011	-0.7061578	0.48009001	0.994061663
PA0703	80.62380798	-0.346044542	0.503732419	-0.686961032	0.492107285	0.994061663
PA3180	710.8258164	-0.345562233	0.563189482	-0.613580765	0.539492397	0.994061663
PA0287	45.43441113	-0.345091621	0.550032929	-0.627401747	0.530395923	0.994061663
PA5155	45.43441113	-0.345091621	0.550032929	-0.627401747	0.530395923	0.994061663
PA5421	98.2185064	-0.344566992	0.495195132	-0.695820636	0.486541164	0.994061663
PA2003	56.48120912	-0.343874979	0.529663661	-0.64923272	0.516187966	0.994061663
PA4639	56.48120912	-0.343874979	0.529663661	-0.64923272	0.516187966	0.994061663
PA3692	406.1925442	-0.34387491	0.51272535	-0.670680531	0.502424068	0.994061663
PA3177	691.3602893	-0.343324501	0.560255822	-0.612799524	0.540008906	0.994061663
PA1431	477.4176651	-0.343046054	0.523804937	-0.654911838	0.512524518	0.994061663
PA1760	67.52800712	-0.34252188	0.515085192	-0.664981026	0.506062629	0.994061663
PA4449	27.8397127	-0.340866053	0.598313818	-0.56971115	0.568873626	0.994061663
PA2181	33.3631117	-0.340809689	0.58060188	-0.586993775	0.557207888	0.994061663
PA4996	38.8865107	-0.340729096	0.565305073	-0.602734898	0.546685062	0.994061663
PA5507	38.8865107	-0.340729096	0.565305073	-0.602734898	0.546685062	0.994061663
PA2283	44.4099097	-0.340634485	0.55210188	-0.616977585	0.53724951	0.994061663
PA4723	44.4099097	-0.340634485	0.55210188	-0.616977585	0.53724951	0.994061663
PA4203	49.9333087	-0.340479382	0.540769438	-0.629620238	0.528943079	0.994061663
PA1188	84.09820412	-0.340179879	0.501212506	-0.678713869	0.497319177	0.994061663
PA3750	84.09820412	-0.340179879	0.501212506	-0.678713869	0.497319177	0.994061663
PA1539	351.5376202	-0.339844304	0.505179788	-0.672719518	0.501125748	0.994061663
PA1585	164.0984025	-0.339721074	0.489461907	-0.694070507	0.487637993	0.994061663
PA2910	225.4794011	-0.337414432	0.491924871	-0.685906431	0.492772115	0.994061663
PA3214	106.1918001	-0.336679602	0.492596971	-0.683478831	0.494304322	0.994061663
PA5283	167.5727987	-0.336547583	0.489333416	-0.687767425	0.491599253	0.994061663
PA5554	54.43220627	-0.336458585	0.532632919	-0.63168943	0.527589836	0.994061663
PA0326	65.47900427	-0.336307707	0.517114402	-0.650354555	0.515463225	0.994061663
PA5298	142.4056984	-0.336158789	0.489117828	-0.687275684	0.491909019	0.994061663
PA4790	43.38540827	-0.336005849	0.554212095	-0.606276643	0.544331066	0.994061663
PA4475	37.86200927	-0.335510696	0.567811296	-0.590884152	0.554598045	0.994061663
PA0591	6.770618128	-0.334082328	0.643319541	-0.519310088	0.60354452	0.994061663
PA1815	11.2695157	-0.334030221	0.658667087	-0.507130579	0.612063201	0.994061663
PA2411	11.2695157	-0.334030221	0.658667087	-0.507130579	0.612063201	0.994061663
PA2453	11.2695157	-0.334030221	0.658667087	-0.507130579	0.612063201	0.994061663
PA4900	11.2695157	-0.334030221	0.658667087	-0.507130579	0.612063201	0.994061663
PA5269	11.2695157	-0.334030221	0.658667087	-0.507130579	0.612063201	0.994061663
PA4872	318.5754004	-0.333810116	0.500736316	-0.66663852	0.505003058	0.994061663
PA3348	64.45450284	-0.333056927	0.518187444	-0.64273446	0.520396417	0.994061663
PA4622	64.45450284	-0.333056927	0.518187444	-0.64273446	0.520396417	0.994061663
PA3423	58.93110384	-0.332898203	0.525512336	-0.633473621	0.526424402	0.994061663
PA4115	58.93110384	-0.332898203	0.525512336	-0.633473621	0.526424402	0.994061663
PA1242	176.5705938	-0.332817564	0.489314279	-0.680171373	0.496395957	0.994061663
PA3921	86.54809884	-0.332310841	0.499417583	-0.665396758	0.505796758	0.994061663
PA4751	115.1895953	-0.331521681	0.490675353	-0.675643639	0.499266928	0.994061663
PA0598	193.1407908	-0.330955751	0.489713002	-0.675815732	0.499157645	0.994061663
PA3138	103.1182958	-0.330840016	0.493005034	-0.671068232	0.502177064	0.994061663
PA0274	15.76841327	-0.328643906	0.64508875	-0.509455336	0.610433098	0.994061663
PA1906	15.76841327	-0.328643906	0.64508875	-0.509455336	0.610433098	0.994061663
PA2507	15.76841327	-0.328643906	0.64508875	-0.509455336	0.610433098	0.994061663
PA4237	15.76841327	-0.328643906	0.64508875	-0.509455336	0.610433098	0.994061663
PA4929	798.3538731	-0.328582191	0.573645704	-0.572796395	0.566782561	0.994061663
PA1565	1146.639815	-0.328266713	0.600089709	-0.5470294	0.584358534	0.994061663
PA1090	3.296221984	-0.327910223	0.536632032	-0.611052273	0.541164975	0.994061663
PA5520	488.8208115	-0.327592977	0.524882614	-0.624126174	0.532544726	0.994061663
PA2975	46.85980442	-0.327500295	0.546334021	-0.59945067	0.548872396	0.994061663
PA1798	73.45229799	-0.327159921	0.508444147	-0.643453019	0.51993019	0.994061663
PA2523	25.79070984	-0.326581324	0.605258106	-0.539573647	0.589491095	0.994061663
PA2679	25.79070984	-0.326581324	0.605258106	-0.539573647	0.589491095	0.994061663
PA3976	62.40549999	-0.326247607	0.520456113	-0.626849408	0.530757953	0.994061663
PA3391	117.63949	-0.325679494	0.490010506	-0.664637777	0.506282201	0.994061663
PA1930	56.88210099	-0.325434056	0.528255305	-0.616054498	0.537858552	0.994061663
PA2491	56.88210099	-0.325434056	0.528255305	-0.616054498	0.537858552	0.994061663
PA3818	192.5171813	-0.324238729	0.489266809	-0.6627033	0.507520596	0.994061663
PA5237	72.42779656	-0.324155673	0.509240478	-0.636547343	0.524419734	0.994061663
PA1116	746.7279099	-0.323667214	0.567046001	-0.570795339	0.568138383	0.994061663
PA1911	20.26731085	-0.323284452	0.626688937	-0.515861113	0.605951416	0.994061663
PA3476	20.26731085	-0.323284452	0.626688937	-0.515861113	0.605951416	0.994061663
PA5289	20.26731085	-0.323284452	0.626688937	-0.515861113	0.605951416	0.994061663
PA2352	110.0670881	-0.322237185	0.490987612	-0.656304105	0.511628477	0.994061663
PA3623	30.28960742	-0.322018487	0.589624163	-0.546141945	0.584968369	0.994061663
PA5487	177.3723775	-0.320441005	0.488567327	-0.655878908	0.51190204	0.994061663
PA0388	10.24501427	-0.31902548	0.659444551	-0.483779082	0.628542662	0.994061663
PA2115	10.24501427	-0.31902548	0.659444551	-0.483779082	0.628542662	0.994061663
PA4570	10.24501427	-0.31902548	0.659444551	-0.483779082	0.628542662	0.994061663
PA0853	34.78850499	-0.318335436	0.575780719	-0.552876165	0.580348209	0.994061663
PA3005	34.78850499	-0.318335436	0.575780719	-0.552876165	0.580348209	0.994061663
PA3517	34.78850499	-0.318335436	0.575780719	-0.552876165	0.580348209	0.994061663
PA5359	511.0925816	-0.318333582	0.528340309	-0.602516175	0.5468306	0.994061663
PA4117	227.0829685	-0.318075263	0.490808257	-0.648064206	0.516943424	0.994061663
PA5311	168.7754743	-0.317006076	0.488155867	-0.649395197	0.516082968	0.994061663
PA0713	14.74391185	-0.316937924	0.648865494	-0.488449343	0.625231598	0.994061663
PA2311	14.74391185	-0.316937924	0.648865494	-0.488449343	0.625231598	0.994061663
PA4387	14.74391185	-0.316937924	0.648865494	-0.488449343	0.625231598	0.994061663
PA0761	1742.409667	-0.31564832	0.624012568	-0.505836479	0.612971448	0.994061663
PA2028	29.26510599	-0.315044995	0.592824728	-0.531430253	0.595120662	0.994061663
PA0566	122.5392794	-0.314656647	0.488844571	-0.643674218	0.519786712	0.994061663
PA2725	84.89998785	-0.314622931	0.499428572	-0.629965822	0.528716946	0.994061663
PA3433	1110.871352	-0.314278461	0.597550878	-0.525944272	0.598926928	0.994061663
PA3551	105.9690824	-0.314132591	0.491393289	-0.639269192	0.522647827	0.994061663
PA2269	19.24280942	-0.313578566	0.6307446	-0.497156164	0.619078931	0.994061663
PA2323	19.24280942	-0.313578566	0.6307446	-0.497156164	0.619078931	0.994061663
PA4048	19.24280942	-0.313578566	0.6307446	-0.497156164	0.619078931	0.994061663
PA0113	333.052051	-0.313453235	0.501209641	-0.625393467	0.531712849	0.994061663
PA3863	132.561576	-0.313093078	0.488049993	-0.641518456	0.521185894	0.994061663
PA2656	43.78630013	-0.312900651	0.552494406	-0.566341754	0.571161481	0.994061663
PA0144	225.4348576	-0.311403906	0.49028345	-0.63515076	0.525330094	0.994061663
PA1538	68.32979085	-0.311253725	0.512766246	-0.607008998	0.543844941	0.994061663
PA2724	5.746116701	-0.310763326	0.627833196	-0.494977531	0.620615981	0.994061663
PA2964	5.746116701	-0.310763326	0.627833196	-0.494977531	0.620615981	0.994061663
PA0926	23.74170699	-0.310375601	0.612617031	-0.506638871	0.612408229	0.994061663
PA2488	109.4434786	-0.31031592	0.490453657	-0.632712013	0.526921724	0.994061663
PA4631	141.5593711	-0.310098398	0.487585079	-0.635988284	0.524784058	0.994061663
PA4685	38.26290113	-0.30962078	0.565940358	-0.547090829	0.584316333	0.994061663
PA5249	72.82868842	-0.309494964	0.508185765	-0.60901935	0.542511613	0.994061663
PA0866	52.78409528	-0.308909658	0.534318763	-0.578137396	0.563171361	0.994061663
PA1484	341.4262365	-0.307969343	0.501920196	-0.613582289	0.53949139	0.994061663
PA0252	28.24060456	-0.307664985	0.596126772	-0.51610664	0.605779931	0.994061663
PA3655	28.24060456	-0.307664985	0.596126772	-0.51610664	0.605779931	0.994061663
PA3751	42.76179871	-0.307628017	0.554682032	-0.554602455	0.579166609	0.994061663
PA1764	57.28299285	-0.307220947	0.526871581	-0.583104039	0.559823265	0.994061663
PA5457	97.37217914	-0.306858708	0.493431129	-0.621887615	0.534015769	0.994061663
PA1314	128.4635703	-0.306226439	0.487897451	-0.627645089	0.530236464	0.994061663
PA1893	181.6485574	-0.305832306	0.487800465	-0.626961898	0.530684211	0.994061663
PA3626	66.28078799	-0.304221302	0.514748753	-0.591009303	0.554514187	0.994061663
PA0438	190.6463526	-0.303800827	0.487960483	-0.622593094	0.53355195	0.994061663
PA4675	906.0601536	-0.303529186	0.583347345	-0.520323248	0.602838295	0.994061663
PA3419	18.21830799	-0.303069966	0.634836242	-0.477398651	0.633078275	0.994061663
PA1474	41.73729728	-0.302132128	0.556939477	-0.542486465	0.587483429	0.994061663
PA0380	9.220512846	-0.302018771	0.658561521	-0.458603732	0.646518756	0.994061663
PA1394	9.220512846	-0.302018771	0.658561521	-0.458603732	0.646518756	0.994061663
PA1463	9.220512846	-0.302018771	0.658561521	-0.458603732	0.646518756	0.994061663
PA2097	9.220512846	-0.302018771	0.658561521	-0.458603732	0.646518756	0.994061663
PA4425	85.30087971	-0.302003356	0.498582425	-0.60572403	0.544698025	0.994061663
PA3016	95.32317628	-0.301979754	0.493913988	-0.611401502	0.540933809	0.994061663
PA1156	151.9825596	-0.301712476	0.487032564	-0.619491382	0.535592697	0.994061663
PA4422	22.71720556	-0.301428088	0.616448142	-0.488975581	0.624858985	0.994061663
PA2041	115.3677694	-0.301272637	0.488969547	-0.616137834	0.537803554	0.994061663
PA2462	273.8982294	-0.300792616	0.493796957	-0.609142305	0.542430119	0.994061663
PA0452	89.79977728	-0.300704347	0.496177074	-0.606042405	0.544486595	0.994061663
PA1122	89.79977728	-0.300704347	0.496177074	-0.606042405	0.544486595	0.994061663
PA0727	65.25628657	-0.30054628	0.515797466	-0.58268274	0.560106895	0.994061663
PA1232	145.4346591	-0.299687164	0.486940828	-0.615448832	0.538258351	0.994061663
PA3229	171.0026513	-0.299079873	0.487154311	-0.613932519	0.53925992	0.994061663
PA4762	31.71500071	-0.298466485	0.584476886	-0.510655754	0.609592128	0.994061663
PA1654	36.21389828	-0.297320562	0.571148167	-0.52056643	0.60266884	0.994061663
PA0752	93.27417343	-0.296880148	0.494461767	-0.600410725	0.548232542	0.994061663
PA5221	93.27417343	-0.296880148	0.494461767	-0.600410725	0.548232542	0.994061663
PA4539	478.2639924	-0.296035548	0.521254139	-0.567929396	0.570082911	0.994061663
PA1119	45.21169342	-0.295607056	0.548741045	-0.538700465	0.590093553	0.994061663
PA5525	1698.0443	-0.295058304	0.622134238	-0.474267909	0.635308873	0.994061663
PA1810	73.22958028	-0.294973686	0.507168734	-0.581608579	0.560830363	0.994061663
PA4793	49.710591	-0.294883489	0.539463333	-0.546623785	0.584637225	0.994061663
PA0158	275.7245146	-0.293734364	0.493566309	-0.595126448	0.551758951	0.994061663
PA0576	58.70838614	-0.293526792	0.524197856	-0.559954202	0.575510676	0.994061663
PA1289	63.20728371	-0.292864865	0.517990885	-0.565386136	0.571811152	0.994061663
PA5160.1	1.870828693	-0.292533155	0.378596122	-0.77267869	0.439712561	0.994061663
PA4015	67.70618128	-0.292195072	0.512630235	-0.569991881	0.568683205	0.994061663
PA3657	125.7909579	-0.292137003	0.487330645	-0.599463641	0.548863749	0.994061663
PA5062	26.19160171	-0.291535204	0.603044444	-0.483439002	0.628784061	0.994061663
PA5536	26.19160171	-0.291535204	0.603044444	-0.483439002	0.628784061	0.994061663
PA0392	30.69049928	-0.291124657	0.587562467	-0.495478648	0.62026229	0.994061663
PA1570	35.18939685	-0.290727892	0.573867698	-0.506611355	0.612427539	0.994061663
PA1365	324.811496	-0.290705363	0.498865658	-0.582732762	0.560073215	0.994061663
PA5117	110.2452623	-0.290603256	0.489269657	-0.593953153	0.552543446	0.994061663
PA2157	39.68829442	-0.290414934	0.561670225	-0.517055955	0.605117099	0.994061663
PA5555	39.68829442	-0.290414934	0.561670225	-0.517055955	0.605117099	0.994061663
PA0540	287.1722044	-0.290301119	0.494554196	-0.586995563	0.557206687	0.994061663
PA0777	48.68608957	-0.289855292	0.541296402	-0.5354835	0.592315564	0.994061663
PA0822	276.1254064	-0.289823694	0.493381134	-0.587423543	0.556919286	0.994061663
PA1049	12.69490899	-0.289812941	0.655413328	-0.442183472	0.658356445	0.994061663
PA1709	12.69490899	-0.289812941	0.655413328	-0.442183472	0.658356445	0.994061663
PA3338	12.69490899	-0.289812941	0.655413328	-0.442183472	0.658356445	0.994061663
PA5489	12.69490899	-0.289812941	0.655413328	-0.442183472	0.658356445	0.994061663
PA4937	53.18498714	-0.289548405	0.532908617	-0.543335941	0.586898522	0.994061663
PA3886	286.147703	-0.289503839	0.494399839	-0.585566208	0.558167063	0.994061663
PA3228	163.8311413	-0.289175158	0.486457814	-0.594450638	0.552210748	0.994061663
PA4473	634.5672754	-0.289071396	0.548687526	-0.526841567	0.598303615	0.994061663
PA1031	90.20066915	-0.288785487	0.495418223	-0.582912525	0.559952189	0.994061663
PA1740	633.9436658	-0.287196081	0.54849741	-0.523605173	0.600553183	0.994061663
PA2609	80.17837257	-0.28703845	0.501164611	-0.572742855	0.566818816	0.994061663
PA1470	256.4817052	-0.286206513	0.491291935	-0.582558948	0.560190248	0.994061663
PA0377	296.5708914	-0.285539736	0.495301696	-0.576496585	0.564279578	0.994061663
PA2376	93.67506529	-0.285396479	0.49374767	-0.578020912	0.56325	0.994061663
PA3205	43.16269057	-0.284443734	0.553018538	-0.514347557	0.607009018	0.994061663
PA1813	38.663793	-0.2841628	0.564146609	-0.503703816	0.614469527	0.994061663
PA4282	469.6225456	-0.283016511	0.519057669	-0.54525061	0.585581168	0.994061663
EBG00001435465	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA1464	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA1482	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA2601	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA3096	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA3743	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA4053	4.721615274	-0.282762929	0.602765255	-0.469109535	0.638991344	0.994061663
PA1443	8.196011419	-0.282596983	0.655250236	-0.431281009	0.666264057	0.994061663
PA1752	8.196011419	-0.282596983	0.655250236	-0.431281009	0.666264057	0.994061663
PA2644	8.196011419	-0.282596983	0.655250236	-0.431281009	0.666264057	0.994061663
PA3906	8.196011419	-0.282596983	0.655250236	-0.431281009	0.666264057	0.994061663
PA4864	8.196011419	-0.282596983	0.655250236	-0.431281009	0.666264057	0.994061663
PA4973	942.3185954	-0.281772197	0.585440024	-0.481299853	0.630303402	0.994061663
PA3885	101.648359	-0.281756988	0.49085202	-0.574016153	0.565956871	0.994061663
PA1706	20.66820271	-0.281532788	0.624385482	-0.450895794	0.652064655	0.994061663
PA3109	20.66820271	-0.281532788	0.624385482	-0.450895794	0.652064655	0.994061663
PA3359	315.991875	-0.280945593	0.497263731	-0.564983078	0.572085274	0.994061663
PA4575	64.632677	-0.280557754	0.515720716	-0.544011021	0.586433889	0.994061663
PA5505	64.632677	-0.280557754	0.515720716	-0.544011021	0.586433889	0.994061663
PA4538	134.1651434	-0.28055074	0.486207826	-0.577018149	0.563927195	0.994061663
PA4629	78.12936972	-0.280497282	0.502402781	-0.558311562	0.576631651	0.994061663
PA1071	60.13377943	-0.280402016	0.521646332	-0.537532806	0.590899631	0.994061663
PA0009	55.63488186	-0.280137533	0.528456274	-0.530105416	0.596038844	0.994061663
PA2986	119.6439493	-0.279941506	0.487307469	-0.574465863	0.565652594	0.994061663
PA3331	96.12496001	-0.279531633	0.492532508	-0.567539459	0.570347726	0.994061663
PA1707	16.16930514	-0.279221828	0.642974846	-0.434265554	0.664095614	0.994061663
PA4545	16.16930514	-0.279221828	0.642974846	-0.434265554	0.664095614	0.994061663
PA3239	209.2210089	-0.278308988	0.487360967	-0.571053094	0.567963653	0.994061663
PA4147	114.1205503	-0.278144051	0.487975188	-0.569996299	0.568680208	0.994061663
PA5180	142.1384372	-0.277832022	0.485814262	-0.57188939	0.567396913	0.994061663
PA2386	37.63929157	-0.277625478	0.566698936	-0.489899416	0.624205076	0.994061663
PA2836	37.63929157	-0.277625478	0.566698936	-0.489899416	0.624205076	0.994061663
PA0958	232.7399982	-0.277619259	0.488849104	-0.56790379	0.570100299	0.994061663
PA5125	326.4150635	-0.277534322	0.498323797	-0.556935718	0.57757135	0.994061663
PA0567	170.156324	-0.27719176	0.485927331	-0.570438711	0.56838018	0.994061663
PA4954	86.10266344	-0.277076723	0.496981052	-0.557519691	0.577172409	0.994061663
PA5108	2.271720556	-0.277067121	0.456003879	-0.607598167	0.543454017	0.994061663
PA4233	95.10045858	-0.276796502	0.492787582	-0.561695367	0.574323591	0.994061663
PA4025	245.2121895	-0.275558738	0.489719451	-0.562686938	0.57364808	0.994061663
PA3352	28.64149642	-0.275176726	0.59403509	-0.463233117	0.643197281	0.994061663
PA0905	11.67040756	-0.27401905	0.65780528	-0.416565598	0.676996177	0.994061663
PA1659	11.67040756	-0.27401905	0.65780528	-0.416565598	0.676996177	0.994061663
PA1869	11.67040756	-0.27401905	0.65780528	-0.416565598	0.676996177	0.994061663
PA3599	103.0737523	-0.27382489	0.490081098	-0.558733833	0.576343386	0.994061663
PA4443	103.0737523	-0.27382489	0.490081098	-0.558733833	0.576343386	0.994061663
PA2642	45.61258529	-0.273574812	0.547173805	-0.499977904	0.617090636	0.994061663
PA2199	24.14259885	-0.27328067	0.610388001	-0.447716321	0.654357941	0.994061663
PA2583	158.0850246	-0.273113279	0.485519874	-0.562517197	0.57376369	0.994061663
PA0404	41.11368771	-0.272324237	0.557576845	-0.488406647	0.625261835	0.994061663
PA4320	41.11368771	-0.272324237	0.557576845	-0.488406647	0.625261835	0.994061663
PA1686	768.910593	-0.271495248	0.567689005	-0.478246445	0.632474809	0.994061663
